Transaction ID,Terminal ID,Merchant ID,Store Name,Location,Timestamp,Card Type,Masked Card No,Auth Code,Txn Amount (₹),Txn Type,Product Category,Product SKU,Product Name,Inventory ID,Response Code,Settlement Date,Status,Payment Mode,EMI Plan (months),Cashback (₹),Scheme Code,Remaining Stock
CHETXN1109,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-10 13:18:38,Mastercard,**** **** 9880,624734,458,Purchase,Pharma,FACE_MASK,Face Mask,INV81892,0,2025-05-11,Success,UPI,0,0,-,42
CHETXN1110,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-06 05:31:38,Mastercard,**** **** 8175,365420,372,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV88225,0,2025-05-07,Success,UPI,0,0,-,30
CHETXN1111,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-08 22:36:38,Mastercard,**** **** 7589,160220,392,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV72559,0,2025-05-09,Success,Debit Card,0,0,-,18
CHETXN1112,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-12 12:54:38,Visa,**** **** 8675,719888,471,Purchase,Pharma,PARACETAMO,Paracetamol,INV62491,0,2025-05-13,Success,UPI,0,0,-,20
CHETXN1113,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-28 21:15:38,RuPay,**** **** 1974,755013,383,Purchase,Pharma,VITAMIN_C,Vitamin C,INV49976,0,2025-04-29,Success,UPI,0,0,-,26
CHETXN1114,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-16 19:10:38,Visa,**** **** 1796,855907,192,Purchase,Pharma,ANTACID,Antacid,INV90249,0,2025-05-17,Success,UPI,0,0,-,23
CHETXN1115,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-30 23:03:38,Mastercard,**** **** 6750,808652,387,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV79585,0,2025-05-01,Success,UPI,0,0,-,22
CHETXN1116,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-25 20:44:38,Mastercard,**** **** 7275,287173,330,Purchase,Pharma,ANTACID,Antacid,INV96290,0,2025-04-26,Success,Debit Card,0,0,-,15
CHETXN1117,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-19 23:05:38,Visa,**** **** 3812,667542,414,Purchase,Pharma,VITAMIN_C,Vitamin C,INV66260,0,2025-04-20,Success,Debit Card,0,0,-,37
CHETXN1118,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-01 08:03:38,RuPay,**** **** 2734,974585,326,Purchase,Pharma,FACE_MASK,Face Mask,INV83731,0,2025-05-02,Success,Debit Card,0,0,-,8
CHETXN1119,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-04 05:14:38,Mastercard,**** **** 2056,536657,127,Purchase,Pharma,ANTACID,Antacid,INV89931,0,2025-05-05,Success,Debit Card,0,0,-,50
CHETXN1120,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-19 03:12:38,Visa,**** **** 8815,660437,448,Purchase,Pharma,VITAMIN_C,Vitamin C,INV73197,0,2025-04-20,Success,Debit Card,0,0,-,20
CHETXN1121,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-04 14:40:38,RuPay,**** **** 5980,308818,447,Purchase,Pharma,PARACETAMO,Paracetamol,INV39399,0,2025-05-05,Success,UPI,0,0,-,23
CHETXN1122,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-30 22:55:38,RuPay,**** **** 4336,191527,320,Purchase,Pharma,VITAMIN_C,Vitamin C,INV52841,0,2025-05-01,Success,Debit Card,0,0,-,10
CHETXN1123,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-06 18:26:38,Mastercard,**** **** 9105,858491,296,Purchase,Pharma,PARACETAMO,Paracetamol,INV62701,0,2025-05-07,Success,Credit Card,0,0,-,45
CHETXN1124,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-26 23:42:38,RuPay,**** **** 9388,466651,400,Purchase,Pharma,FACE_MASK,Face Mask,INV44020,0,2025-04-27,Success,UPI,0,0,-,10
CHETXN1125,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-24 05:31:38,Visa,**** **** 4822,669512,105,Purchase,Pharma,FACE_MASK,Face Mask,INV21139,0,2025-04-25,Success,Credit Card,0,0,-,49
CHETXN1126,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-22 18:07:38,Mastercard,**** **** 3063,537887,159,Purchase,Pharma,FACE_MASK,Face Mask,INV49349,0,2025-04-23,Success,Debit Card,0,0,-,25
CHETXN1127,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-14 10:14:38,Mastercard,**** **** 6670,361786,91,Purchase,Pharma,PARACETAMO,Paracetamol,INV91890,0,2025-05-15,Success,Debit Card,0,0,-,30
CHETXN1128,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-30 06:07:38,RuPay,**** **** 3014,323594,356,Purchase,Pharma,FACE_MASK,Face Mask,INV21659,0,2025-05-01,Success,Debit Card,0,0,-,16
CHETXN1129,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-05 16:23:38,Mastercard,**** **** 7464,831605,204,Purchase,Pharma,VITAMIN_C,Vitamin C,INV95267,0,2025-05-06,Success,Debit Card,0,0,-,20
CHETXN1130,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-05 10:57:38,Mastercard,**** **** 2494,955695,197,Purchase,Pharma,ANTACID,Antacid,INV17210,0,2025-05-06,Success,Credit Card,0,0,-,45
CHETXN1131,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-22 03:32:38,Visa,**** **** 2964,616629,388,Purchase,Pharma,VITAMIN_C,Vitamin C,INV63320,0,2025-04-23,Success,UPI,0,0,-,50
CHETXN1132,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-21 10:46:38,Mastercard,**** **** 2198,369349,170,Purchase,Pharma,FACE_MASK,Face Mask,INV95852,0,2025-04-22,Success,Credit Card,0,0,-,37
CHETXN1133,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-01 20:29:38,RuPay,**** **** 3033,367140,147,Purchase,Pharma,ANTACID,Antacid,INV73858,0,2025-05-02,Success,Credit Card,0,0,-,17
CHETXN1134,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-26 07:13:38,Mastercard,**** **** 9148,856541,478,Purchase,Pharma,ANTACID,Antacid,INV36651,0,2025-04-27,Success,Credit Card,0,0,-,15
CHETXN1135,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-06 02:34:38,Mastercard,**** **** 5830,835975,339,Purchase,Pharma,PARACETAMO,Paracetamol,INV81887,0,2025-05-07,Success,Credit Card,0,0,-,22
CHETXN1136,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-16 01:56:38,RuPay,**** **** 9805,185607,430,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV98427,0,2025-05-17,Success,UPI,0,0,-,19
CHETXN1137,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-27 07:44:38,Mastercard,**** **** 7531,939133,409,Purchase,Pharma,ANTACID,Antacid,INV21047,0,2025-04-28,Success,UPI,0,0,-,27
CHETXN1138,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-12 23:52:38,RuPay,**** **** 8441,510116,57,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV96562,0,2025-05-13,Success,Credit Card,0,0,-,41
CHETXN1139,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-07 00:38:38,RuPay,**** **** 6367,214002,356,Purchase,Pharma,ANTACID,Antacid,INV63140,0,2025-05-08,Success,UPI,0,0,-,5
CHETXN1140,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-17 01:42:38,RuPay,**** **** 4294,725193,374,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV12910,0,2025-05-18,Success,UPI,0,0,-,10
CHETXN1141,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-29 21:24:38,Visa,**** **** 2281,575103,200,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV99517,0,2025-04-30,Success,UPI,0,0,-,48
CHETXN1142,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-16 22:36:38,Mastercard,**** **** 3659,455380,210,Purchase,Pharma,PARACETAMO,Paracetamol,INV40633,0,2025-05-17,Success,Debit Card,0,0,-,50
CHETXN1143,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-20 16:41:38,Visa,**** **** 3622,536468,240,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV76387,0,2025-04-21,Success,Debit Card,0,0,-,26
CHETXN1144,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-18 05:20:38,Visa,**** **** 8559,462672,327,Purchase,Pharma,VITAMIN_C,Vitamin C,INV40429,0,2025-05-19,Success,Credit Card,0,0,-,18
CHETXN1145,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-17 21:10:38,Mastercard,**** **** 9790,979674,247,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV97558,0,2025-05-18,Success,Debit Card,0,0,-,24
CHETXN1146,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-29 21:04:38,RuPay,**** **** 1297,395548,479,Purchase,Pharma,PARACETAMO,Paracetamol,INV42205,0,2025-04-30,Success,Debit Card,0,0,-,12
CHETXN1147,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-30 17:25:38,RuPay,**** **** 1676,220674,270,Purchase,Pharma,FACE_MASK,Face Mask,INV10792,0,2025-05-01,Success,Credit Card,0,0,-,46
CHETXN1148,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-06 07:11:38,Mastercard,**** **** 2718,449927,468,Purchase,Pharma,VITAMIN_C,Vitamin C,INV62982,0,2025-05-07,Success,Debit Card,0,0,-,46
CHETXN1149,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-12 09:21:38,RuPay,**** **** 1555,330619,318,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV98456,0,2025-05-13,Success,Debit Card,0,0,-,49
CHETXN1150,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-12 09:25:38,RuPay,**** **** 5142,199107,237,Purchase,Pharma,ANTACID,Antacid,INV94834,0,2025-05-13,Success,Credit Card,0,0,-,10
CHETXN1151,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-30 12:05:38,RuPay,**** **** 7504,315337,106,Purchase,Pharma,VITAMIN_C,Vitamin C,INV51372,0,2025-05-01,Success,Credit Card,0,0,-,29
CHETXN1152,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-06 14:59:38,RuPay,**** **** 6152,615590,95,Purchase,Pharma,ANTACID,Antacid,INV78637,0,2025-05-07,Success,UPI,0,0,-,24
CHETXN1153,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-15 19:50:38,Visa,**** **** 7493,834966,437,Purchase,Pharma,ANTACID,Antacid,INV55969,0,2025-05-16,Success,UPI,0,0,-,23
CHETXN1154,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-03 13:37:38,RuPay,**** **** 7624,907088,261,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV21172,0,2025-05-04,Success,Credit Card,0,0,-,46
CHETXN1155,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-30 13:12:38,Visa,**** **** 8521,982663,106,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV13480,0,2025-05-01,Success,UPI,0,0,-,31
CHETXN1156,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-26 06:53:38,RuPay,**** **** 2229,547476,195,Purchase,Pharma,ANTACID,Antacid,INV13012,0,2025-04-27,Success,UPI,0,0,-,42
CHETXN1157,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-26 11:28:38,RuPay,**** **** 2233,641401,118,Purchase,Pharma,ANTACID,Antacid,INV39743,0,2025-04-27,Success,Debit Card,0,0,-,37
CHETXN1158,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-22 23:26:38,RuPay,**** **** 5090,865214,496,Purchase,Pharma,PARACETAMO,Paracetamol,INV83887,0,2025-04-23,Success,UPI,0,0,-,22
CHETXN1159,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-19 20:16:38,Visa,**** **** 3535,173581,456,Purchase,Pharma,ANTACID,Antacid,INV97384,0,2025-04-20,Success,Credit Card,0,0,-,31
CHETXN1160,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-08 03:18:38,Mastercard,**** **** 5631,239793,128,Purchase,Pharma,VITAMIN_C,Vitamin C,INV25054,0,2025-05-09,Success,Debit Card,0,0,-,40
CHETXN1161,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-20 03:00:38,Visa,**** **** 4979,349416,274,Purchase,Pharma,PARACETAMO,Paracetamol,INV32960,0,2025-04-21,Success,Debit Card,0,0,-,41
CHETXN1162,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-10 13:34:38,Visa,**** **** 6206,603197,85,Purchase,Pharma,ANTACID,Antacid,INV83498,0,2025-05-11,Success,Credit Card,0,0,-,49
CHETXN1163,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-05 22:21:38,Visa,**** **** 5980,308611,51,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV95365,0,2025-05-06,Success,Debit Card,0,0,-,9
CHETXN1164,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-22 01:42:38,RuPay,**** **** 8839,101072,215,Purchase,Pharma,VITAMIN_C,Vitamin C,INV24543,0,2025-04-23,Success,Debit Card,0,0,-,5
CHETXN1165,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-05 02:19:38,Visa,**** **** 5956,305104,62,Purchase,Pharma,VITAMIN_C,Vitamin C,INV96999,0,2025-05-06,Success,UPI,0,0,-,18
CHETXN1166,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-09 05:52:38,Mastercard,**** **** 7505,165556,155,Purchase,Pharma,ANTACID,Antacid,INV66659,0,2025-05-10,Success,UPI,0,0,-,10
CHETXN1167,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-22 19:06:38,Mastercard,**** **** 1594,694603,54,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV29134,0,2025-04-23,Success,Credit Card,0,0,-,31
CHETXN1168,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-02 08:22:38,Mastercard,**** **** 7700,530594,388,Purchase,Pharma,ANTACID,Antacid,INV54110,0,2025-05-03,Success,UPI,0,0,-,38
CHETXN1169,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-03 12:52:38,Mastercard,**** **** 4173,385815,298,Purchase,Pharma,ANTACID,Antacid,INV59380,0,2025-05-04,Success,Credit Card,0,0,-,12
CHETXN1170,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-05 07:13:38,Visa,**** **** 3509,562076,166,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV86841,0,2025-05-06,Success,Credit Card,0,0,-,21
CHETXN1171,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-24 20:50:38,Visa,**** **** 7108,936592,124,Purchase,Pharma,VITAMIN_C,Vitamin C,INV48942,0,2025-04-25,Success,Credit Card,0,0,-,50
CHETXN1172,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-07 00:43:38,RuPay,**** **** 1899,919998,330,Purchase,Pharma,FACE_MASK,Face Mask,INV19289,0,2025-05-08,Success,Credit Card,0,0,-,25
CHETXN1173,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-23 04:38:38,Mastercard,**** **** 4607,635507,390,Purchase,Pharma,VITAMIN_C,Vitamin C,INV10720,0,2025-04-24,Success,Credit Card,0,0,-,18
CHETXN1174,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-08 23:59:38,Mastercard,**** **** 1404,593163,456,Purchase,Pharma,FACE_MASK,Face Mask,INV42478,0,2025-05-09,Success,Credit Card,0,0,-,40
CHETXN1175,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-01 07:58:38,RuPay,**** **** 9256,378110,382,Purchase,Pharma,PARACETAMO,Paracetamol,INV20549,0,2025-05-02,Success,UPI,0,0,-,50
CHETXN1176,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-22 00:39:38,Visa,**** **** 2681,228642,318,Purchase,Pharma,ANTACID,Antacid,INV38774,0,2025-04-23,Success,Debit Card,0,0,-,17
CHETXN1177,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-09 08:51:38,Mastercard,**** **** 7853,830426,485,Purchase,Pharma,ANTACID,Antacid,INV33128,0,2025-05-10,Success,Credit Card,0,0,-,26
CHETXN1178,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-20 11:03:38,Visa,**** **** 6006,941945,454,Purchase,Pharma,ANTACID,Antacid,INV91752,0,2025-04-21,Success,UPI,0,0,-,24
CHETXN1179,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-27 15:11:38,RuPay,**** **** 7881,755385,201,Purchase,Pharma,VITAMIN_C,Vitamin C,INV39659,0,2025-04-28,Success,Credit Card,0,0,-,49
CHETXN1180,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-01 07:56:38,Mastercard,**** **** 7665,948661,424,Purchase,Pharma,FACE_MASK,Face Mask,INV74171,0,2025-05-02,Success,Credit Card,0,0,-,40
CHETXN1181,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-27 15:06:38,Visa,**** **** 9507,479564,237,Purchase,Pharma,VITAMIN_C,Vitamin C,INV50790,0,2025-04-28,Success,Debit Card,0,0,-,12
CHETXN1182,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-11 17:02:38,RuPay,**** **** 8699,274240,355,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV98873,0,2025-05-12,Success,Debit Card,0,0,-,24
CHETXN1183,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-11 16:09:38,RuPay,**** **** 9350,322225,283,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV50821,0,2025-05-12,Success,Debit Card,0,0,-,50
CHETXN1184,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-28 16:30:38,Visa,**** **** 3171,276685,301,Purchase,Pharma,FACE_MASK,Face Mask,INV49864,0,2025-04-29,Success,UPI,0,0,-,16
CHETXN1185,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-14 21:03:38,RuPay,**** **** 7243,934941,57,Purchase,Pharma,ANTACID,Antacid,INV83876,0,2025-05-15,Success,Credit Card,0,0,-,27
CHETXN1186,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-02 23:08:38,Visa,**** **** 8725,104080,260,Purchase,Pharma,FACE_MASK,Face Mask,INV82038,0,2025-05-03,Success,Debit Card,0,0,-,26
CHETXN1187,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-01 07:56:38,Visa,**** **** 5158,390080,257,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV26597,0,2025-05-02,Success,Credit Card,0,0,-,33
CHETXN1188,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-29 20:04:38,Visa,**** **** 8960,979335,276,Purchase,Pharma,ANTACID,Antacid,INV75676,0,2025-04-30,Success,Debit Card,0,0,-,34
CHETXN1189,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-15 14:58:38,Mastercard,**** **** 2755,283374,270,Purchase,Pharma,FACE_MASK,Face Mask,INV41858,0,2025-05-16,Success,UPI,0,0,-,17
CHETXN1190,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-13 00:20:38,Mastercard,**** **** 5094,361731,338,Purchase,Pharma,PARACETAMO,Paracetamol,INV62522,0,2025-05-14,Success,Debit Card,0,0,-,21
CHETXN1191,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-05 19:50:38,Mastercard,**** **** 4413,920562,241,Purchase,Pharma,PARACETAMO,Paracetamol,INV14040,0,2025-05-06,Success,Credit Card,0,0,-,11
CHETXN1192,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-19 11:06:38,Visa,**** **** 5637,301455,171,Purchase,Pharma,PARACETAMO,Paracetamol,INV12706,0,2025-04-20,Success,Credit Card,0,0,-,40
CHETXN1193,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-04 01:42:38,RuPay,**** **** 7422,569500,450,Purchase,Pharma,VITAMIN_C,Vitamin C,INV12239,0,2025-05-05,Success,Credit Card,0,0,-,29
CHETXN1194,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-30 17:48:38,Visa,**** **** 2942,299747,172,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV34698,0,2025-05-01,Success,Credit Card,0,0,-,17
CHETXN1195,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-08 07:31:38,Visa,**** **** 1021,594757,258,Purchase,Pharma,ANTACID,Antacid,INV48509,0,2025-05-09,Success,Debit Card,0,0,-,30
CHETXN1196,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-27 21:36:38,RuPay,**** **** 3456,657673,284,Purchase,Pharma,PARACETAMO,Paracetamol,INV45820,0,2025-04-28,Success,Debit Card,0,0,-,38
CHETXN1197,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-23 10:24:38,RuPay,**** **** 5693,858303,444,Purchase,Pharma,PARACETAMO,Paracetamol,INV75263,0,2025-04-24,Success,UPI,0,0,-,34
CHETXN1198,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-05-01 17:46:38,Mastercard,**** **** 8697,716006,319,Purchase,Pharma,FACE_MASK,Face Mask,INV13883,0,2025-05-02,Success,UPI,0,0,-,25
CHETXN1199,CHETERM001,CHEMERCH001,HealthPlus Chemist,Pune,2025-04-26 03:14:38,Visa,**** **** 9205,584726,436,Purchase,Pharma,COUGH_SYRU,Cough Syrup,INV72180,0,2025-04-27,Success,UPI,0,0,-,34
